Indexing started : 2026-03-16 15:20:38.584491
Device           : cpu (FP32)
Batch size       : 10
Folder           : ./assets40k
-----------------------------------------------------------------------------------------------
progress | decode | embed | db | total | CPU% RAM% GPU% VRAM | ETA
-----------------------------------------------------------------------------------------------
TurboJPEG        : not used (PIL sufficient at this batch size)
batch 1/4067 (10/40670) | decode:0.14s embed:0.33s db:0.13s total:0.46s | CPU:29% RAM:88% GPU:N/A | ETA:31m24s
batch 191/4067 (1910/40670) | decode:0.15s embed:0.35s db:0.02s total:0.37s | CPU:76% RAM:88% GPU:N/A | ETA:25m29s
batch 192/4067 (1920/40670) | decode:0.12s embed:0.36s db:0.02s total:0.37s | CPU:77% RAM:88% GPU:N/A | ETA:25m12s
batch 193/4067 (1930/40670) | decode:0.10s embed:0.35s db:0.02s total:0.37s | CPU:76% RAM:88% GPU:N/A | ETA:24m58s
batch 194/4067 (1940/40670) | decode:0.14s embed:0.35s db:0.02s total:0.38s | CPU:70% RAM:88% GPU:N/A | ETA:24m50s
batch 195/4067 (1950/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:88% GPU:N/A | ETA:24m49s
batch 196/4067 (1960/40670) | decode:0.11s embed:0.35s db:0.02s total:0.37s | CPU:73% RAM:88% GPU:N/A | ETA:24m40s
batch 197/4067 (1970/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:74% RAM:88% GPU:N/A | ETA:24m26s
batch 198/4067 (1980/40670) | decode:0.11s embed:0.36s db:0.02s total:0.37s | CPU:74% RAM:88% GPU:N/A | ETA:24m22s
batch 199/4067 (1990/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:78% RAM:88% GPU:N/A | ETA:24m24s
batch 200/4067 (2000/40670) | decode:0.10s embed:0.37s db:0.02s total:0.38s | CPU:69% RAM:88% GPU:N/A | ETA:24m27s
batch 201/4067 (2010/40670) | decode:0.12s embed:0.39s db:0.04s total:0.43s | CPU:68% RAM:88% GPU:N/A | ETA:25m6s
batch 202/4067 (2020/40670) | decode:0.11s embed:0.35s db:0.03s total:0.38s | CPU:59% RAM:88% GPU:N/A | ETA:25m0s
batch 203/4067 (2030/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:67% RAM:88% GPU:N/A | ETA:25m5s
batch 204/4067 (2040/40670) | decode:0.11s embed:0.35s db:0.04s total:0.38s | CPU:65% RAM:88% GPU:N/A | ETA:24m59s
batch 205/4067 (2050/40670) | decode:0.15s embed:0.35s db:0.03s total:0.39s | CPU:69% RAM:88% GPU:N/A | ETA:24m59s
batch 206/4067 (2060/40670) | decode:0.13s embed:0.36s db:0.04s total:0.40s | CPU:68% RAM:88% GPU:N/A | ETA:25m11s
batch 207/4067 (2070/40670) | decode:0.13s embed:0.46s db:0.04s total:0.50s | CPU:64% RAM:88% GPU:N/A | ETA:26m34s
batch 208/4067 (2080/40670) | decode:0.11s embed:0.35s db:0.04s total:0.39s | CPU:65% RAM:88% GPU:N/A | ETA:26m14s
batch 209/4067 (2090/40670) | decode:0.13s embed:0.39s db:0.04s total:0.43s | CPU:68% RAM:88% GPU:N/A | ETA:26m28s
batch 210/4067 (2100/40670) | decode:0.12s embed:0.36s db:0.04s total:0.40s | CPU:64% RAM:88% GPU:N/A | ETA:26m22s
batch 211/4067 (2110/40670) | decode:0.21s embed:0.36s db:0.04s total:0.40s | CPU:69% RAM:88% GPU:N/A | ETA:26m11s
batch 212/4067 (2120/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:64% RAM:88% GPU:N/A | ETA:25m41s
batch 213/4067 (2130/40670) | decode:0.14s embed:0.35s db:0.02s total:0.37s | CPU:61% RAM:88% GPU:N/A | ETA:25m17s
batch 214/4067 (2140/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:70% RAM:88% GPU:N/A | ETA:25m12s
batch 215/4067 (2150/40670) | decode:0.14s embed:0.34s db:0.04s total:0.38s | CPU:67% RAM:88% GPU:N/A | ETA:25m2s
batch 216/4067 (2160/40670) | decode:0.14s embed:0.38s db:0.04s total:0.42s | CPU:66% RAM:88% GPU:N/A | ETA:25m25s
batch 217/4067 (2170/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:65% RAM:88% GPU:N/A | ETA:25m21s
batch 218/4067 (2180/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:55% RAM:88% GPU:N/A | ETA:25m18s
batch 219/4067 (2190/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:72% RAM:88% GPU:N/A | ETA:25m15s
batch 220/4067 (2200/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:59% RAM:88% GPU:N/A | ETA:25m10s
batch 221/4067 (2210/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:62% RAM:88% GPU:N/A | ETA:25m4s
batch 222/4067 (2220/40670) | decode:0.11s embed:0.40s db:0.02s total:0.42s | CPU:68% RAM:88% GPU:N/A | ETA:25m29s
batch 223/4067 (2230/40670) | decode:0.13s embed:0.36s db:0.03s total:0.38s | CPU:73% RAM:88% GPU:N/A | ETA:25m18s
batch 224/4067 (2240/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:80% RAM:88% GPU:N/A | ETA:25m12s
batch 225/4067 (2250/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:88% GPU:N/A | ETA:25m1s
batch 226/4067 (2260/40670) | decode:0.15s embed:0.37s db:0.03s total:0.40s | CPU:82% RAM:88% GPU:N/A | ETA:25m6s
batch 227/4067 (2270/40670) | decode:0.11s embed:0.40s db:0.04s total:0.44s | CPU:82% RAM:88% GPU:N/A | ETA:25m43s
batch 228/4067 (2280/40670) | decode:0.13s embed:0.40s db:0.03s total:0.43s | CPU:69% RAM:88% GPU:N/A | ETA:26m3s
batch 229/4067 (2290/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:67% RAM:88% GPU:N/A | ETA:25m57s
batch 230/4067 (2300/40670) | decode:0.11s embed:0.37s db:0.03s total:0.39s | CPU:70% RAM:88% GPU:N/A | ETA:25m45s
batch 231/4067 (2310/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:73% RAM:88% GPU:N/A | ETA:25m38s
batch 232/4067 (2320/40670) | decode:0.17s embed:0.42s db:0.03s total:0.44s | CPU:68% RAM:88% GPU:N/A | ETA:26m10s
batch 233/4067 (2330/40670) | decode:0.13s embed:0.42s db:0.03s total:0.45s | CPU:71% RAM:88% GPU:N/A | ETA:26m41s
batch 234/4067 (2340/40670) | decode:0.13s embed:0.45s db:0.03s total:0.47s | CPU:71% RAM:88% GPU:N/A | ETA:27m24s
batch 235/4067 (2350/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:64% RAM:88% GPU:N/A | ETA:27m0s
batch 236/4067 (2360/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:66% RAM:88% GPU:N/A | ETA:26m34s
batch 237/4067 (2370/40670) | decode:0.11s embed:0.35s db:0.03s total:0.38s | CPU:65% RAM:88% GPU:N/A | ETA:26m10s
batch 238/4067 (2380/40670) | decode:0.15s embed:0.39s db:0.02s total:0.41s | CPU:68% RAM:88% GPU:N/A | ETA:26m9s
batch 239/4067 (2390/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:76% RAM:88% GPU:N/A | ETA:25m46s
batch 240/4067 (2400/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:88% GPU:N/A | ETA:25m31s
batch 241/4067 (2410/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:72% RAM:88% GPU:N/A | ETA:25m20s
batch 242/4067 (2420/40670) | decode:0.15s embed:0.36s db:0.03s total:0.39s | CPU:71% RAM:88% GPU:N/A | ETA:25m14s
batch 243/4067 (2430/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:63% RAM:88% GPU:N/A | ETA:25m9s
batch 244/4067 (2440/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:73% RAM:88% GPU:N/A | ETA:25m11s
batch 245/4067 (2450/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:78% RAM:88% GPU:N/A | ETA:25m5s
batch 246/4067 (2460/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:72% RAM:88% GPU:N/A | ETA:24m52s
batch 247/4067 (2470/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:77% RAM:88% GPU:N/A | ETA:24m42s
batch 248/4067 (2480/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:74% RAM:88% GPU:N/A | ETA:24m41s
batch 249/4067 (2490/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:73% RAM:88% GPU:N/A | ETA:24m41s
batch 250/4067 (2500/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:75% RAM:88% GPU:N/A | ETA:24m47s
batch 251/4067 (2510/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:75% RAM:88% GPU:N/A | ETA:24m43s
batch 252/4067 (2520/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:80% RAM:88% GPU:N/A | ETA:24m52s
batch 253/4067 (2530/40670) | decode:0.12s embed:0.37s db:0.02s total:0.40s | CPU:74% RAM:88% GPU:N/A | ETA:24m56s
batch 254/4067 (2540/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:68% RAM:88% GPU:N/A | ETA:24m56s
batch 255/4067 (2550/40670) | decode:0.11s embed:0.37s db:0.04s total:0.40s | CPU:71% RAM:88% GPU:N/A | ETA:25m4s
batch 256/4067 (2560/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:68% RAM:88% GPU:N/A | ETA:25m7s
batch 257/4067 (2570/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:72% RAM:88% GPU:N/A | ETA:24m57s
batch 258/4067 (2580/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:72% RAM:88% GPU:N/A | ETA:25m0s
batch 259/4067 (2590/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:68% RAM:88% GPU:N/A | ETA:24m55s
batch 260/4067 (2600/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:75% RAM:88% GPU:N/A | ETA:24m44s
batch 261/4067 (2610/40670) | decode:0.12s embed:0.36s db:0.13s total:0.49s | CPU:67% RAM:88% GPU:N/A | ETA:26m0s
batch 262/4067 (2620/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:74% RAM:88% GPU:N/A | ETA:25m50s
batch 263/4067 (2630/40670) | decode:0.12s embed:0.38s db:0.02s total:0.39s | CPU:75% RAM:88% GPU:N/A | ETA:25m38s
batch 264/4067 (2640/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:84% RAM:88% GPU:N/A | ETA:25m16s
batch 265/4067 (2650/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:79% RAM:88% GPU:N/A | ETA:25m2s
batch 266/4067 (2660/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:80% RAM:88% GPU:N/A | ETA:24m49s
batch 267/4067 (2670/40670) | decode:0.13s embed:0.35s db:0.02s total:0.37s | CPU:78% RAM:88% GPU:N/A | ETA:24m32s
batch 268/4067 (2680/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:74% RAM:88% GPU:N/A | ETA:24m33s
batch 269/4067 (2690/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:69% RAM:88% GPU:N/A | ETA:24m30s
batch 270/4067 (2700/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:70% RAM:88% GPU:N/A | ETA:24m20s
batch 271/4067 (2710/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:73% RAM:88% GPU:N/A | ETA:24m23s
batch 272/4067 (2720/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:70% RAM:88% GPU:N/A | ETA:24m21s
batch 273/4067 (2730/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:69% RAM:88% GPU:N/A | ETA:24m17s
batch 274/4067 (2740/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:68% RAM:88% GPU:N/A | ETA:24m13s
batch 275/4067 (2750/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:88% GPU:N/A | ETA:24m12s
batch 276/4067 (2760/40670) | decode:0.11s embed:0.35s db:0.03s total:0.39s | CPU:74% RAM:88% GPU:N/A | ETA:24m15s
batch 277/4067 (2770/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:88% GPU:N/A | ETA:24m10s
batch 278/4067 (2780/40670) | decode:0.10s embed:0.35s db:0.02s total:0.37s | CPU:74% RAM:88% GPU:N/A | ETA:24m1s
batch 279/4067 (2790/40670) | decode:0.13s embed:0.35s db:0.02s total:0.37s | CPU:65% RAM:88% GPU:N/A | ETA:23m49s
batch 280/4067 (2800/40670) | decode:0.12s embed:0.35s db:0.02s total:0.36s | CPU:75% RAM:88% GPU:N/A | ETA:23m39s
batch 281/4067 (2810/40670) | decode:0.14s embed:0.34s db:0.03s total:0.37s | CPU:65% RAM:88% GPU:N/A | ETA:23m35s
batch 282/4067 (2820/40670) | decode:0.10s embed:0.35s db:0.02s total:0.37s | CPU:65% RAM:88% GPU:N/A | ETA:23m31s
batch 283/4067 (2830/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:71% RAM:88% GPU:N/A | ETA:23m37s
batch 284/4067 (2840/40670) | decode:0.11s embed:0.36s db:0.01s total:0.38s | CPU:73% RAM:88% GPU:N/A | ETA:23m39s
batch 285/4067 (2850/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:62% RAM:88% GPU:N/A | ETA:23m51s
batch 286/4067 (2860/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:74% RAM:88% GPU:N/A | ETA:24m6s
batch 287/4067 (2870/40670) | decode:0.11s embed:0.35s db:0.03s total:0.39s | CPU:70% RAM:88% GPU:N/A | ETA:24m8s
batch 288/4067 (2880/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:58% RAM:88% GPU:N/A | ETA:24m16s
batch 289/4067 (2890/40670) | decode:0.12s embed:0.37s db:0.02s total:0.38s | CPU:74% RAM:88% GPU:N/A | ETA:24m15s
batch 290/4067 (2900/40670) | decode:0.14s embed:0.35s db:0.02s total:0.37s | CPU:64% RAM:88% GPU:N/A | ETA:24m2s
batch 291/4067 (2910/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:66% RAM:88% GPU:N/A | ETA:24m4s
batch 292/4067 (2920/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:88% GPU:N/A | ETA:24m2s
batch 293/4067 (2930/40670) | decode:0.15s embed:0.37s db:0.03s total:0.41s | CPU:67% RAM:88% GPU:N/A | ETA:24m20s
batch 294/4067 (2940/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:65% RAM:88% GPU:N/A | ETA:24m10s
batch 295/4067 (2950/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:76% RAM:88% GPU:N/A | ETA:24m8s
batch 296/4067 (2960/40670) | decode:0.14s embed:0.35s db:0.02s total:0.38s | CPU:81% RAM:88% GPU:N/A | ETA:24m1s
batch 297/4067 (2970/40670) | decode:0.13s embed:0.36s db:0.02s total:0.37s | CPU:72% RAM:88% GPU:N/A | ETA:23m55s
batch 298/4067 (2980/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:88% GPU:N/A | ETA:23m51s
batch 299/4067 (2990/40670) | decode:0.13s embed:0.35s db:0.02s total:0.37s | CPU:78% RAM:88% GPU:N/A | ETA:23m41s
batch 300/4067 (3000/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:80% RAM:88% GPU:N/A | ETA:23m47s
batch 301/4067 (3010/40670) | decode:0.11s embed:0.35s db:0.02s total:0.37s | CPU:76% RAM:88% GPU:N/A | ETA:23m39s
batch 302/4067 (3020/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:76% RAM:88% GPU:N/A | ETA:23m48s
batch 303/4067 (3030/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:88% GPU:N/A | ETA:23m50s
batch 304/4067 (3040/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:74% RAM:88% GPU:N/A | ETA:23m55s
batch 305/4067 (3050/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:68% RAM:88% GPU:N/A | ETA:23m57s
batch 306/4067 (3060/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:64% RAM:88% GPU:N/A | ETA:24m3s
batch 307/4067 (3070/40670) | decode:0.13s embed:0.38s db:0.03s total:0.40s | CPU:73% RAM:88% GPU:N/A | ETA:24m18s
batch 308/4067 (3080/40670) | decode:0.12s embed:0.38s db:0.02s total:0.40s | CPU:74% RAM:88% GPU:N/A | ETA:24m28s
batch 309/4067 (3090/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:88% GPU:N/A | ETA:24m18s
batch 310/4067 (3100/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:70% RAM:88% GPU:N/A | ETA:24m15s
batch 311/4067 (3110/40670) | decode:0.13s embed:0.35s db:0.02s total:0.37s | CPU:76% RAM:88% GPU:N/A | ETA:24m4s
batch 312/4067 (3120/40670) | decode:0.13s embed:0.35s db:0.02s total:0.37s | CPU:86% RAM:88% GPU:N/A | ETA:23m55s
batch 313/4067 (3130/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:88% GPU:N/A | ETA:23m52s
batch 314/4067 (3140/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:77% RAM:88% GPU:N/A | ETA:23m43s
batch 315/4067 (3150/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:82% RAM:88% GPU:N/A | ETA:23m44s
batch 316/4067 (3160/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:79% RAM:88% GPU:N/A | ETA:23m59s
batch 317/4067 (3170/40670) | decode:0.11s embed:0.37s db:0.03s total:0.39s | CPU:82% RAM:89% GPU:N/A | ETA:24m5s
batch 318/4067 (3180/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:65% RAM:89% GPU:N/A | ETA:24m11s
batch 319/4067 (3190/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:64% RAM:89% GPU:N/A | ETA:24m4s
batch 320/4067 (3200/40670) | decode:0.13s embed:0.38s db:0.04s total:0.42s | CPU:72% RAM:89% GPU:N/A | ETA:24m30s
batch 321/4067 (3210/40670) | decode:0.12s embed:0.36s db:0.03s total:0.38s | CPU:72% RAM:89% GPU:N/A | ETA:24m22s
batch 322/4067 (3220/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:65% RAM:89% GPU:N/A | ETA:24m13s
batch 323/4067 (3230/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:77% RAM:89% GPU:N/A | ETA:24m11s
batch 324/4067 (3240/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:89% GPU:N/A | ETA:24m5s
batch 325/4067 (3250/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:76% RAM:89% GPU:N/A | ETA:24m4s
batch 326/4067 (3260/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:71% RAM:89% GPU:N/A | ETA:24m10s
batch 327/4067 (3270/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:84% RAM:89% GPU:N/A | ETA:24m4s
batch 328/4067 (3280/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:68% RAM:89% GPU:N/A | ETA:24m9s
batch 329/4067 (3290/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:89% GPU:N/A | ETA:24m4s
batch 330/4067 (3300/40670) | decode:0.13s embed:0.37s db:0.03s total:0.39s | CPU:74% RAM:89% GPU:N/A | ETA:24m10s
batch 331/4067 (3310/40670) | decode:0.11s embed:0.37s db:0.03s total:0.39s | CPU:82% RAM:89% GPU:N/A | ETA:24m13s
batch 332/4067 (3320/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:77% RAM:89% GPU:N/A | ETA:24m14s
batch 333/4067 (3330/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:79% RAM:89% GPU:N/A | ETA:24m18s
batch 334/4067 (3340/40670) | decode:0.12s embed:0.35s db:0.02s total:0.38s | CPU:79% RAM:89% GPU:N/A | ETA:24m8s
batch 335/4067 (3350/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:88% GPU:N/A | ETA:24m1s
batch 336/4067 (3360/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:71% RAM:88% GPU:N/A | ETA:24m6s
batch 337/4067 (3370/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:68% RAM:89% GPU:N/A | ETA:24m13s
batch 338/4067 (3380/40670) | decode:0.11s embed:0.35s db:0.03s total:0.38s | CPU:65% RAM:89% GPU:N/A | ETA:24m6s
batch 339/4067 (3390/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:89% GPU:N/A | ETA:24m1s
batch 340/4067 (3400/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:88% GPU:N/A | ETA:23m58s
batch 341/4067 (3410/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:72% RAM:88% GPU:N/A | ETA:24m3s
batch 342/4067 (3420/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:67% RAM:88% GPU:N/A | ETA:24m10s
batch 343/4067 (3430/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:65% RAM:88% GPU:N/A | ETA:24m10s
batch 344/4067 (3440/40670) | decode:0.12s embed:0.35s db:0.02s total:0.38s | CPU:74% RAM:88% GPU:N/A | ETA:23m59s
batch 345/4067 (3450/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:83% RAM:89% GPU:N/A | ETA:23m57s
batch 346/4067 (3460/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:74% RAM:88% GPU:N/A | ETA:24m2s
batch 347/4067 (3470/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:88% GPU:N/A | ETA:23m59s
batch 348/4067 (3480/40670) | decode:0.10s embed:0.35s db:0.03s total:0.39s | CPU:66% RAM:88% GPU:N/A | ETA:23m59s
batch 349/4067 (3490/40670) | decode:0.12s embed:0.41s db:0.03s total:0.44s | CPU:68% RAM:88% GPU:N/A | ETA:24m39s
batch 350/4067 (3500/40670) | decode:0.13s embed:0.38s db:0.03s total:0.40s | CPU:72% RAM:88% GPU:N/A | ETA:24m42s
batch 351/4067 (3510/40670) | decode:0.10s embed:0.49s db:0.03s total:0.52s | CPU:65% RAM:89% GPU:N/A | ETA:26m9s
batch 352/4067 (3520/40670) | decode:0.12s embed:0.42s db:0.03s total:0.46s | CPU:68% RAM:89% GPU:N/A | ETA:26m34s
batch 353/4067 (3530/40670) | decode:0.15s embed:0.41s db:0.04s total:0.46s | CPU:70% RAM:89% GPU:N/A | ETA:26m54s
batch 354/4067 (3540/40670) | decode:0.11s embed:0.36s db:0.03s total:0.38s | CPU:68% RAM:89% GPU:N/A | ETA:26m16s
batch 355/4067 (3550/40670) | decode:0.15s embed:0.36s db:0.03s total:0.39s | CPU:66% RAM:89% GPU:N/A | ETA:25m48s
batch 356/4067 (3560/40670) | decode:0.14s embed:0.37s db:0.04s total:0.40s | CPU:73% RAM:89% GPU:N/A | ETA:25m36s
batch 357/4067 (3570/40670) | decode:0.15s embed:0.40s db:0.04s total:0.45s | CPU:70% RAM:89% GPU:N/A | ETA:26m0s
batch 358/4067 (3580/40670) | decode:0.13s embed:0.43s db:0.05s total:0.47s | CPU:59% RAM:89% GPU:N/A | ETA:26m37s
batch 359/4067 (3590/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:71% RAM:89% GPU:N/A | ETA:26m0s
batch 360/4067 (3600/40670) | decode:0.13s embed:0.38s db:0.04s total:0.43s | CPU:69% RAM:89% GPU:N/A | ETA:26m5s
batch 361/4067 (3610/40670) | decode:0.15s embed:0.35s db:0.15s total:0.50s | CPU:56% RAM:89% GPU:N/A | ETA:27m4s
batch 362/4067 (3620/40670) | decode:0.13s embed:0.34s db:0.03s total:0.37s | CPU:64% RAM:89% GPU:N/A | ETA:26m15s
batch 363/4067 (3630/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:63% RAM:89% GPU:N/A | ETA:25m45s
batch 364/4067 (3640/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:69% RAM:89% GPU:N/A | ETA:25m16s
batch 365/4067 (3650/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:70% RAM:89% GPU:N/A | ETA:24m46s
batch 366/4067 (3660/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:77% RAM:89% GPU:N/A | ETA:24m21s
batch 367/4067 (3670/40670) | decode:0.11s embed:0.35s db:0.03s total:0.38s | CPU:70% RAM:89% GPU:N/A | ETA:24m12s
batch 368/4067 (3680/40670) | decode:0.13s embed:0.35s db:0.02s total:0.37s | CPU:70% RAM:89% GPU:N/A | ETA:23m53s
batch 369/4067 (3690/40670) | decode:0.12s embed:0.36s db:0.02s total:0.37s | CPU:72% RAM:89% GPU:N/A | ETA:23m41s
batch 370/4067 (3700/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:80% RAM:89% GPU:N/A | ETA:23m35s
batch 371/4067 (3710/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:80% RAM:89% GPU:N/A | ETA:23m38s
batch 372/4067 (3720/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:75% RAM:89% GPU:N/A | ETA:23m38s
batch 373/4067 (3730/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:78% RAM:89% GPU:N/A | ETA:23m42s
batch 374/4067 (3740/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:89% GPU:N/A | ETA:23m39s
batch 375/4067 (3750/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:82% RAM:89% GPU:N/A | ETA:23m35s
batch 376/4067 (3760/40670) | decode:0.15s embed:0.38s db:0.02s total:0.40s | CPU:76% RAM:89% GPU:N/A | ETA:23m46s
batch 377/4067 (3770/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:71% RAM:89% GPU:N/A | ETA:23m58s
batch 378/4067 (3780/40670) | decode:0.11s embed:0.39s db:0.02s total:0.41s | CPU:73% RAM:89% GPU:N/A | ETA:24m12s
batch 379/4067 (3790/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:71% RAM:88% GPU:N/A | ETA:24m10s
batch 380/4067 (3800/40670) | decode:0.13s embed:0.39s db:0.02s total:0.41s | CPU:72% RAM:89% GPU:N/A | ETA:24m20s
batch 381/4067 (3810/40670) | decode:0.14s embed:0.39s db:0.02s total:0.41s | CPU:74% RAM:89% GPU:N/A | ETA:24m31s
